title,url,domain,category,added_date,favicon
Keynote by Mr. Thomas Dullien - CyCon 2018 - YouTube,https://www.youtube.com/watch?v=q98foLaAfX8,www.youtube.com,media-entertainment,2025-01-22T08:41:21,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAABnElEQVR4nKxTu0pDQRA9u9mrBiGgsZKoiZ0iiK9CBP/AD7DzD6z8Cq0FGwtbP0IkiKBYCGIbNKkENYgSNckdz2Q35l4rX8vdO7uzM7NnZs46cAhgKCy8TIyFsL+QtF5dEPNQjDobr/jxCL66mBkD+pYYdBjIDFJmqXY8zwTTNn8tgmwA7RfKB+D93OCqSgTza1Ts02DEG1svUriSAOPu4p7rDQ1wzFtXGblJLxusOZsehCWI+NPJ+ClUZCL6lOkgk1xQIbQUDUDZdihNOERRhPgpgrWajuvZqFQfU+TG5v3Nvh6wKp8NNtcNjvaA5UUiqFP3ZvSwl5/6SF5vHOjlx4MQBy3WbWUWKB8Ah7tAsYBOWsYkW511+OPQAK8ayW9F+PkbHNM8uQS2toHTswC0X+uXbEmDXZirEteoL34nN0rCL5EatTuDZp2p5wQdv243JJAXNa1uhYUvpNuYEVRuPECbS7TRhDYitLFV0RSIUaZo+YVILjAeSD8RVShDhUQyO4HK0+PMj1S2Q9x+g8rmkW0lla9v/+sx/f45fwAAAP//ZPH6ZQAAAAZJREFUAwDyMIxgZOLmzQAAAABJRU5ErkJggg=="
Untitled - Miro,https://miro.com/app/board/uXjVIdp72Rs=/,miro.com,tools-utilities,2025-02-17T18:02:09,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAC00lEQVR4nFxTz08TURD+5m27LRZMYxQUIiYYNUYIGNv4I0IhAqImGglHjh418W7iVWP8Fzxp9OLFGH+gHjzogXighESUCKgQA1ik0NJ2u7tvnPcaiHGTdndn3zfzfd/MRCAXz3R1wVV3OOA+ELlkYgxz+/diqkUqiKh38ILbdDibJZ490QGFt4irJpRD+U7QIUNF5DTj/2dWSo4kHEJJL0vkvJIPd1En4FJYrXhgzxNAnFAsaGw9b2xohIGAG5TlwBuhjx2CgbqnpGCfLoYaCXKfvirTsYs5Hv9UxZuPVbRfyuH9hyoePisjPbJKj56UGBESkYjypmA0ZwyhOhGs4AEDZ2NGJw1fz2MpF6I+QRi5sYb5hRDlCuParXUavZnn5T9aDIESVTFl7JKc0B5zU6tDo1fiWBPK9x+UYPQ6DvD4RQVR8SG5U2F80icngHhBot5URs1bLXlYA92pGBoSykbNIS2x5j0Ku5KE9QJjKBPD7haHwqppE5Ha7pH5kypzCwHywqB1n8KhAw4KRUaqPQrfN6UYPakoOGJ4WwS2E5hqJFmzX3xUfUbvyRhWVjUa6gmdR6NYzWu0NDnIpFxQGVaekW4TmGxGqy/Vsp8DezDdEcW3H6GAI9i/V2FxSYs8F43NDrQUMGCDsyaa4RH6/GtF4+t8gHOnXeyoAxaXQ1ztj6Mo3dvc1LjQ44JdC7T8TQ5LRGt5F2YT0z7nhPbo5Trxwg4P+s/EMDEdIJlUyKQNfVvddNumkElkjxRp4cKzP0NKd0a595SLme8BBrtjONIWwdLvEMMDcTSKNBb6ysyvMj1D2ezCGBJqEIXQ9wJZE0kdFZqVSs2XiPxkxOG6pve2u4a+L/vgohi8JJ473imejtnZLtWWyeTeajCLPJLdga7ZbYNmmcqyTLo6oKhtYhJBOASPn0vusjFI+s0GaMHGKdlI3lpwRhUVfg0/HKKDU1N/AQAA///3ylUOAAAABklEQVQDAOIRZAmvvT2dAAAAAElFTkSuQmCC"
The link between modern management and slavery,https://www.welcometothejungle.com/en/articles/modern-management-link-to-slavery,www.welcometothejungle.com,uncategorized,2025-02-28T10:05:43,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAC1ElEQVR4nFyTbWjNYRjGf8//vExrjre0ESFiQkMhhLzMQfmE8ckHLyWJIsXSykvMB4uPWivlC2u+sTq2JlKb2cyM2GZl2mwz2trOXs7Oy+P6/0/JPPWc/ud57vt+rvu6rtuPlq1nNUFukWS7hWAyCX4/hoAujfYEJBJYn8/7O46Pap0VmfW8N7aBVTqoYgrZqSjW8SkmBPFf0PUTb83PVsEZ+ohCKqmYLMWM04clbFINPDNZ7LNDTJhMgjEFFZdhv3Ri1q3Qc3q9uQ3ylmAvHMVkZKnIKHEnJHyjPHcEaYeNknKTmz7A/nPYkRjmex+cPw2FZ6GjGwaimD1nsM0fQQgCdoSUMG1z1PMU68Pp7YWKKmxnLyZ3ISyeB20t8PUz5C6AZdpd/ZhHEWxPj3jz41hLhpNM90RZBfZJDeZ+IURqYcNKeNkIla9hbS5U10PpFSivwpSWp3MSbq4vgBlWRRFv9myCi/dgUx509+vMemp4PGxdC9dL4XAYfFJo6Ifughi/kVT9A9JOgXeL4Vsz1KnPaVNhdEyEqciiuRBQ3IOrUmQVlJTA70EISRnHlcmIyaCruc+r7r2aoa0ecVkej3s+wPWHpCMWT9+5y291MWs6jMXEeBG8EXEHdsLgcBqFX0U7BXe6vgsuwZY1Olf/s2eqiAo5iQlsSBCTctrjCBSdgJq3QhDwTOOhy54FtWrttiR9+soDaqfmKCcuEvWCkQM5WYApyMeevAHhjdDUCns3S2iRVyt/hEXwqZtwcBf2+KF0jqwtEg0xEgTmzME5EsbUtWDb5cLWTliyHI+lji7IEYoFOdiD+ZgcWduOy3zKNbaRCJnsTg3JnpkEXCvfeSjHtWPylsplQaj/BMsXYi8dS1vZjsr2IY1flEpj35Gn0YhMGiYFxSVtV1+a6Xl6MSAEDP03TEnyzT/jfE0Hu1xr/x3nYFo24pPGeUIsvtDvZXec/wAAAP//C2Ml8AAAAAZJREFUAwD1iRzF5EfGlgAAAABJRU5ErkJggg=="
Bob the Builder - training curriculum and plan T1 2025 - Google Docs,https://docs.google.com/document/d/12NXGgLxR-gBUPyRztpyVqmP6-pL1ndZnS5psz0lq09M/edit?tab=t.0#heading=h.ikomf73r3w9i,docs.google.com,work-productivity,2025-03-06T15:49:45,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAd0lEQVR4nOyQsQ2AMAwE3+COhhGYhQzCDLRU0KRmIWYhI6QA0SAZ0iCaIJIUNJxkyS7+/XpWemtE9hGgEmEYorynWi8zBBXisJwgdpR8v6aueKVSer12RiLsc44ySE7wd/DcgS/d9x1k51jEY5xBC4JBMOIeDwcAAAD//7RP03wAAAAGSURBVAMABnog/gXuIo0AAAAASUVORK5CYII="
Golden Loop & Ticket: Steerco - Google Slides,https://docs.google.com/presentation/d/15qIzVVc_BC0n9_x4OMVvDOq_c3LZ0xQBxXWJ16lFj-g/edit?slide=id.g3376bf17c91_0_0#slide=id.g3376bf17c91_0_0,docs.google.com,work-productivity,2025-04-01T13:03:39,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAb0lEQVR4nOzRsQ2AIBBA0X9KZ+MI7uMQzuAGuoHDaBxHRqDQ2GgQCk0sgcbCl5BAwYfk1D7THCeDQEkYned0so4s7lARx6iEy16pSPQEitoSYpvkHUj+wR/4QuCea3QgVuaWIZ7OEFq/IZD1Dwv9BQAA//9nkBR+AAAABklEQVQDACBhFEwOgb+pAAAAAElFTkSuQmCC"
1.Presentation template SMP - Google Slides,https://docs.google.com/presentation/d/1G_mCaCBZKYx6G7GptoH5I_e6xOUdFV4ag6xkC6YDU9g/edit?slide=id.g3376fed6792_0_549#slide=id.g3376fed6792_0_549,docs.google.com,work-productivity,2025-04-08T15:27:08,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAb0lEQVR4nOzRsQ2AIBBA0X9KZ+MI7uMQzuAGuoHDaBxHRqDQ2GgQCk0sgcbCl5BAwYfk1D7THCeDQEkYned0so4s7lARx6iEy16pSPQEitoSYpvkHUj+wR/4QuCea3QgVuaWIZ7OEFq/IZD1Dwv9BQAA//9nkBR+AAAABklEQVQDACBhFEwOgb+pAAAAAElFTkSuQmCC"
Golden Ticket Vision Workshop 2025-04-23 - Google Slides,https://docs.google.com/presentation/d/1pU0V1aAFqsgJ1j8tvArvZ66WAlg46zo78f79n8zwA5o/edit?slide=id.g337714a28ea_0_31#slide=id.g337714a28ea_0_31,docs.google.com,work-productivity,2025-04-22T17:14:44,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAb0lEQVR4nOzRsQ2AIBBA0X9KZ+MI7uMQzuAGuoHDaBxHRqDQ2GgQCk0sgcbCl5BAwYfk1D7THCeDQEkYned0so4s7lARx6iEy16pSPQEitoSYpvkHUj+wR/4QuCea3QgVuaWIZ7OEFq/IZD1Dwv9BQAA//9nkBR+AAAABklEQVQDACBhFEwOgb+pAAAAAElFTkSuQmCC"
AI ethics - Deep Learning 2025-05 - Miro,https://miro.com/app/board/uXjVI6U8PR4=/,miro.com,tools-utilities,2025-05-06T12:22:24,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAC00lEQVR4nFxTz08TURD+5m27LRZMYxQUIiYYNUYIGNv4I0IhAqImGglHjh418W7iVWP8Fzxp9OLFGH+gHjzogXighESUCKgQA1ik0NJ2u7tvnPcaiHGTdndn3zfzfd/MRCAXz3R1wVV3OOA+ELlkYgxz+/diqkUqiKh38ILbdDibJZ490QGFt4irJpRD+U7QIUNF5DTj/2dWSo4kHEJJL0vkvJIPd1En4FJYrXhgzxNAnFAsaGw9b2xohIGAG5TlwBuhjx2CgbqnpGCfLoYaCXKfvirTsYs5Hv9UxZuPVbRfyuH9hyoePisjPbJKj56UGBESkYjypmA0ZwyhOhGs4AEDZ2NGJw1fz2MpF6I+QRi5sYb5hRDlCuParXUavZnn5T9aDIESVTFl7JKc0B5zU6tDo1fiWBPK9x+UYPQ6DvD4RQVR8SG5U2F80icngHhBot5URs1bLXlYA92pGBoSykbNIS2x5j0Ku5KE9QJjKBPD7haHwqppE5Ha7pH5kypzCwHywqB1n8KhAw4KRUaqPQrfN6UYPakoOGJ4WwS2E5hqJFmzX3xUfUbvyRhWVjUa6gmdR6NYzWu0NDnIpFxQGVaekW4TmGxGqy/Vsp8DezDdEcW3H6GAI9i/V2FxSYs8F43NDrQUMGCDsyaa4RH6/GtF4+t8gHOnXeyoAxaXQ1ztj6Mo3dvc1LjQ44JdC7T8TQ5LRGt5F2YT0z7nhPbo5Trxwg4P+s/EMDEdIJlUyKQNfVvddNumkElkjxRp4cKzP0NKd0a595SLme8BBrtjONIWwdLvEMMDcTSKNBb6ysyvMj1D2ezCGBJqEIXQ9wJZE0kdFZqVSs2XiPxkxOG6pve2u4a+L/vgohi8JJ473imejtnZLtWWyeTeajCLPJLdga7ZbYNmmcqyTLo6oKhtYhJBOASPn0vusjFI+s0GaMHGKdlI3lpwRhUVfg0/HKKDU1N/AQAA///3ylUOAAAABklEQVQDAOIRZAmvvT2dAAAAAElFTkSuQmCC"
Word2vec: fish + music = bass | graceavery,https://graceavery.com/word2vec-fish-music-bass/,graceavery.com,uncategorized,2025-05-13T14:27:34,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACSklEQVR4nKRTzWsTQRT/zcxu06apMWlqmrYGNE08SEVyEKEobQ14K4rUg3+BIKKi4km8eBEE8ZA/wKtFD70pinqIYE9+4ElBk4I1jZiUfO0mOzO+bTZNWvDUBz/em3mf8/a3BvYoBvYooq8Q9+CK9jTvs3c3Vl3DDaHDXCeZvVV9yYp8DMnwCAaEgtQMPtKfig267YR7U9wi+Lzze8Irr3PG853oK9oiZAn3CdJNeB3IhBbC58dh/WyglF2zdUP56X6e8AKHwgLxENCWnZomDf3jL1AoryCKS4IHxZPpl+m29aWmJu+mhJSOqL+rnKJRb+DczBAyKQeJMMP0mEZiFDhMOB6z8f3PUazbnEMwh5nMsPJN0y43MHZ5ym20gPTUPqQnNeq2gSpNXbU4aqQ3m67fh9MJCc5uGqomjVquguSjNJqqqrWlMXw2IusTMYaazWkr7hq9lZHmXMNyGKIBDoMLAYmPlWcbF9qWLXwpPxuM+JnTcFg1P8wRG6JkTukmrY/eLggmnX2GRksxrBZ0t/IZwm0e4CcD8+GgcrSqb/gZIj7GpdIHQ9oRAwyypbFWZoZyi9qO1rn89meU0EsCbHk/2Vfp9t6x0mzbHPXr31c+Dyx+K2JoAmj+AlaSUYxnZ9qt9Tq+HvlgsB2k6ZBKsBHx/MD1+KLbqPi4IPWmekCeNsFkQX4nei0ulKNQepjfXg7QI1aXzi6BBgk5/RRvsETWMgVc3OLHrBezurtAT/Sc4VHbwc6fzun3/b9AJ4lt7af7vN5zuz+h+gcAAP//pX3QuwAAAAZJREFUAwAVmdGWoiiNkwAAAABJRU5ErkJggg=="
Vend Presentation Template 1.0 - Google Slides,https://docs.google.com/presentation/d/1zKI88LgTP7GsIg4Nsb8V-OeuHzBunFJkvrTnE8MTUSc/edit?slide=id.p8#slide=id.p8,docs.google.com,work-productivity,2025-06-15T21:12:48,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAZUlEQVR4nOyTsQ2AMAwE35E7CtiLLRiBQdgmzBUkUhuDRCRK2w1FrnLzJ0uv57pjEcEGwQgbBYSVzqyHPdwkHAjfTIwgTTDMAgs101cQ/qAL/iB4e3ULvCRd1AE/JZFO0il55nwBAAD///JmBHQAAAAGSURBVAMAMv8WT6gjhn8AAAAASUVORK5CYII="
2025.08.07 - Mobility Insights and Analytics - Vend Assistant for mobility - Google Slides,https://docs.google.com/presentation/d/1w1Pl6cZvo35WEuvR2IqDN_Y_DuqVgPYWyl-AMxvy8Ok/edit?slide=id.g36e190ed4e3_0_26#slide=id.g36e190ed4e3_0_26,docs.google.com,work-productivity,2025-08-07T12:51:14,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAAb0lEQVR4nOzRsQ2AIBBA0X9KZ+MI7uMQzuAGuoHDaBxHRqDQ2GgQCk0sgcbCl5BAwYfk1D7THCeDQEkYned0so4s7lARx6iEy16pSPQEitoSYpvkHUj+wR/4QuCea3QgVuaWIZ7OEFq/IZD1Dwv9BQAA//9nkBR+AAAABklEQVQDACBhFEwOgb+pAAAAAElFTkSuQmCC"
AI Academy skills model - 2025-09 - Miro,https://miro.com/app/board/uXjVJDPV_rg=/,miro.com,tools-utilities,2025-09-25T10:38:26,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAC00lEQVR4nFxTz08TURD+5m27LRZMYxQUIiYYNUYIGNv4I0IhAqImGglHjh418W7iVWP8Fzxp9OLFGH+gHjzogXighESUCKgQA1ik0NJ2u7tvnPcaiHGTdndn3zfzfd/MRCAXz3R1wVV3OOA+ELlkYgxz+/diqkUqiKh38ILbdDibJZ490QGFt4irJpRD+U7QIUNF5DTj/2dWSo4kHEJJL0vkvJIPd1En4FJYrXhgzxNAnFAsaGw9b2xohIGAG5TlwBuhjx2CgbqnpGCfLoYaCXKfvirTsYs5Hv9UxZuPVbRfyuH9hyoePisjPbJKj56UGBESkYjypmA0ZwyhOhGs4AEDZ2NGJw1fz2MpF6I+QRi5sYb5hRDlCuParXUavZnn5T9aDIESVTFl7JKc0B5zU6tDo1fiWBPK9x+UYPQ6DvD4RQVR8SG5U2F80icngHhBot5URs1bLXlYA92pGBoSykbNIS2x5j0Ku5KE9QJjKBPD7haHwqppE5Ha7pH5kypzCwHywqB1n8KhAw4KRUaqPQrfN6UYPakoOGJ4WwS2E5hqJFmzX3xUfUbvyRhWVjUa6gmdR6NYzWu0NDnIpFxQGVaekW4TmGxGqy/Vsp8DezDdEcW3H6GAI9i/V2FxSYs8F43NDrQUMGCDsyaa4RH6/GtF4+t8gHOnXeyoAxaXQ1ztj6Mo3dvc1LjQ44JdC7T8TQ5LRGt5F2YT0z7nhPbo5Trxwg4P+s/EMDEdIJlUyKQNfVvddNumkElkjxRp4cKzP0NKd0a595SLme8BBrtjONIWwdLvEMMDcTSKNBb6ysyvMj1D2ezCGBJqEIXQ9wJZE0kdFZqVSs2XiPxkxOG6pve2u4a+L/vgohi8JJ473imejtnZLtWWyeTeajCLPJLdga7ZbYNmmcqyTLo6oKhtYhJBOASPn0vusjFI+s0GaMHGKdlI3lpwRhUVfg0/HKKDU1N/AQAA///3ylUOAAAABklEQVQDAOIRZAmvvT2dAAAAAElFTkSuQmCC"
New course | Learning Lab,https://learninglab.sana.ai/create/s/uQXoohNzKhc3/file:CDyuArqBiDaW,learninglab.sana.ai,uncategorized,2025-09-30T17:45:13,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACAElEQVR4nHRTvU5UURD+Zs5Z1MK4BZViYW1Doa1P4fZaSGNsqXBj0MRES2NjY0GFWvoCaGuBb2DEGBOVhBCWhT1nhpk5l0tC2Dm5uefO3/fNz80weYXr4wx+LMAiyI6a0t+92FVVQ6NQBv4VyNtV/F6n17jx9DLS+hEEYQZR8+9DPca0FNbOQpfAmKKOLcHSLhOuaSBwcgfqMp2lwBkDB1CplpBEsZdNN2xo7AZteKGoFqGtloBnUq/OvYm1IQyzK5iYxJGV2OqTaqYBKCWjyRZybNlmBGnpwBYjEWOAuePnWOSGjMweeIS6PQO+eQrDvbOgWJbWD+kYRWT2D4kWiSQkmiD/LahPvuPnp49WhjuNgHQXN+8nkjdJabFEJ42CF+5JqWV1HtMD1NEafmzeNv0zYOGDPX5fxc7mgdaREE0pWqtByEtw6tVGmfdRN57j19YKMLBgqyDKD3HdGH+2XurSxlXwyiFqMdCUu4lxMVYZ8tkTvgPKC9y6dwW87FWY8/Yadr66zX0K6JHHnDLwMfHMFolR/qPrTkZ5MMTgoQ0Fh1zf2+tLDNt8ZtEzb4E1vS2dLw9R9Z72UicTownTmn3Sa82H2376wmluo6VT4F40RpUS2eZzW85zEksVdbSvcyLsFNtDcb8gQzfGC4WkW5s4Ms9tfgL4Urf/wM58txMAAAD//z2Wdh0AAAAGSURBVAMAZlHnUL8Fs+kAAAAASUVORK5CYII="
New course | Learning Lab,https://learninglab.sana.ai/create/s/uQXoohNzKhc3/file:Bd1uyxv8q8Zk,learninglab.sana.ai,uncategorized,2025-09-30T17:45:18,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACAElEQVR4nHRTvU5UURD+Zs5Z1MK4BZViYW1Doa1P4fZaSGNsqXBj0MRES2NjY0GFWvoCaGuBb2DEGBOVhBCWhT1nhpk5l0tC2Dm5uefO3/fNz80weYXr4wx+LMAiyI6a0t+92FVVQ6NQBv4VyNtV/F6n17jx9DLS+hEEYQZR8+9DPca0FNbOQpfAmKKOLcHSLhOuaSBwcgfqMp2lwBkDB1CplpBEsZdNN2xo7AZteKGoFqGtloBnUq/OvYm1IQyzK5iYxJGV2OqTaqYBKCWjyRZybNlmBGnpwBYjEWOAuePnWOSGjMweeIS6PQO+eQrDvbOgWJbWD+kYRWT2D4kWiSQkmiD/LahPvuPnp49WhjuNgHQXN+8nkjdJabFEJ42CF+5JqWV1HtMD1NEafmzeNv0zYOGDPX5fxc7mgdaREE0pWqtByEtw6tVGmfdRN57j19YKMLBgqyDKD3HdGH+2XurSxlXwyiFqMdCUu4lxMVYZ8tkTvgPKC9y6dwW87FWY8/Yadr66zX0K6JHHnDLwMfHMFolR/qPrTkZ5MMTgoQ0Fh1zf2+tLDNt8ZtEzb4E1vS2dLw9R9Z72UicTownTmn3Sa82H2376wmluo6VT4F40RpUS2eZzW85zEksVdbSvcyLsFNtDcb8gQzfGC4WkW5s4Ms9tfgL4Urf/wM58txMAAAD//z2Wdh0AAAAGSURBVAMAZlHnUL8Fs+kAAAAASUVORK5CYII="
Reindrift - Rådet for dyreetikk,https://www.radetfordyreetikk.no/reindrift-2/,www.radetfordyreetikk.no,uncategorized,2025-10-08T19:26:14,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAIAAACQkWg2AAACBklEQVR4nGRSTWhTQRCe/UmTFJ8lWtBKqhfBo3jwIIKIZ0X8Oyl4kN6lKni1x4IgHvQgKlQvoqWieBAKKpSaeClaMdpajbb0N21CSl+al7eznd19TV7pPBj27c438803I7XWAICInHNtjQ50AxqUVpzZszXGGPkoiH7IowXnZsf/VGbL9VXBBWpsAlxq7nDOFCpK//5v7vjA5RPPr35bnDAY3ILhDmdYaaTnqfL0i8K7+bXS98WfZwevz1QXKGOzDp1bFAknOO/7/Lgw90OmPJnqKJZ+3/p4z7Skt1Uw6Zl4MPZy4OsgyLawsR6iYumOVxPDY/O/hGg1Y3rQoBmwUKu7+afA4PTBU53pDBCAy7BWHf6Xd8K0KlA0/UnGbx/reXam/+2l+71Hr0C9SjeMi8JK0dHXtgcZqWt9z+Fz5Et++c3kB0ik0eiM1cA38fRRkXjTaOsu+ZWLQzdy/7+wRJouPZk8lOm2U0I3K7kpERGDUq1yfujmSHFUpDIKQwbqzsnea0cu0ChI8UjWTZXMRvSNPhqZ+tTWvhtpKbhoqODh+OuUSMaHy10hDsZPVmaA8aBR06qOYZ2EWvKXVxu+i4kAbpHs3CC7o3OP13VgZ1fW25f19nZn9reLRH/+CVHSlrZhFV+VWhgEKhRWQasMLSzSzu5KekQfbFoDaFaMc41b9GrGpTcAAAD//8LImYYAAAAGSURBVAMAnjQtaKvcAzAAAAAASUVORK5CYII="
Granite Docling 258M WebGPU - a Hugging Face Space by ibm-granite,https://huggingface.co/spaces/ibm-granite/granite-docling-258M-WebGPU,huggingface.co,uncategorized,2025-10-10T14:00:01,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAC1klEQVR4nHxTW0gUYRT+/tmZ2ZnVFW+rq66GiRiZWZmRDz1EqWhilG/RQxDsQ9BDQvRQmPRUUE9hJZRdICJfhKIyxAKXDLoJYZG0GVi4pbm76s7qzuzM3xm3pBIbmNs55/vOdy6/gFUvzpo6eUbrOe7Gfy72r6H7Kc/1b5/ci8mBFuhfSwERcJUHUdR873K/cv9IC4usShCa5dvyZ7q6WPjOVlifyZJIhXAn8VQCXv9wEG1Hy4vYmxUEX77xKl+k4yGiV3xQHQQgEP8dRR/GIrAoged3jI8y/56NpeyD7RLsx6HrXPFpN85i9poP6Qos5gQ3CcRtBg4zSS+HQqVwsOnza6tcgTM1fi4tE1xow2bM9DVCNmBxhpPdheh5kAtIHLrB0H6xGL1PsgAn9YP9oFrvtt48hU02VrQf2YkXdWCfHJAUMAvYXTuHskKq32QQHRwHG8KQRFJjq3KqQHLUWZkX2ULQl0sKsBjyAnFiF8Co/LoNGuIJAYZJLlLgUixUl5PfopYJFMBnqb/T3mUFUL1hmFTSPE1IlaDFZJy45MOaDBOxBQeUTANdx8bhsGMXFgC5mJQQxiYYfsezod2qR4RYRep0RIPHKeD0/jSoAR9MInE1h+AIRwGdSpBIRXwKPBxoJextNhXmOzzBtiHE+olA/dV5u73UDHcmvek/QmAmpnyMCPQYkHMAQW/PTtGTNlcEa5rGRCUI5JRlykJioxSUILmWPU5qVQaRGzRPnW6RYpLfUepBgUjzNSHTjBM61eWiHsipLCpl1OZTWd10HGQxRWyvXpLssgrdBBfHIvKzioL2QQg5u6CPECiK1AqWAGll1hLCGhMQC6XWhtE+ZDUAhYcHJ+YwtLTKnb08vb0F9e74qwZoH9fT6knIqX0+Ya7rAykuYSP7MP+2Dg7VgLvifVSpHrgawOPjjUxbcRpRQyuaR6kescRf9iY6UVOw8JoZf5p/AgAA//9dDLaaAAAABklEQVQDAOxxCiS5FJvSAAAAAElFTkSuQmCC"
Journey of a thousand miles – visual frameworks,https://visualframeworks.com/portfolio/journey-of-a-thousand-miles/,visualframeworks.com,uncategorized,2025-10-14T10:04:26,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAABtElEQVR4nKRTvUokQRCu7uru2Z2Ru+w4jgOD47hTBDEQTERMNNBM0MTABxAzn8IHMDDQRzAUNRLUQBR/wEDwBxFEE1F3Ztbtni5rWJV1XUXZgoauj6+6qr6qVtCkKWjSsAEm+MgGvoB3yPU+wcf2HEO1zktgizHtErETpOwmolYQImb4CojWrfe75XL5rDZG1AT//BaGIz4HhGhh8Jf3fo2kDLj+AUF0wVjKRHRJMpcAXOZUfMraVgiCCQewGifJsjamtRTHMxXnDq21BxVrl7RS/+/TdNZoXZRaT2khjm2WXWGxWPyNSo1BkszG1p5EhUIfel95yLKjMAyHA6U6+KEDTvDXIIb8yArzt5VSk6j1vuI+kcsL7wBcVRqSgNXhCO+/sx5YhSnwiAFUW3QM3OQwOuduNaIPjJnm0s/jNN3RWvdy2bvWub0Ha/eYqLn0QW5vMYqifn5xtJJlCyzo+YuIkdad0phxvl+D97moP/hs5qIJKYf4fimzrERClO7SdJ79+4ZjZE16JNEfLr2LW/tH+aiEOOWJbDiiLc56Uj/GryzRG95nVhng9SpTPbkpa/o3PgIAAP//9mU3agAAAAZJREFUAwBCi7xWoGcazAAAAABJRU5ErkJggg=="
DAI Retro - Fall 2025 - Miro,https://miro.com/app/board/uXjVJ5OL3CQ=/,miro.com,tools-utilities,2025-10-17T09:52:16,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAAC00lEQVR4nFxTz08TURD+5m27LRZMYxQUIiYYNUYIGNv4I0IhAqImGglHjh418W7iVWP8Fzxp9OLFGH+gHjzogXighESUCKgQA1ik0NJ2u7tvnPcaiHGTdndn3zfzfd/MRCAXz3R1wVV3OOA+ELlkYgxz+/diqkUqiKh38ILbdDibJZ490QGFt4irJpRD+U7QIUNF5DTj/2dWSo4kHEJJL0vkvJIPd1En4FJYrXhgzxNAnFAsaGw9b2xohIGAG5TlwBuhjx2CgbqnpGCfLoYaCXKfvirTsYs5Hv9UxZuPVbRfyuH9hyoePisjPbJKj56UGBESkYjypmA0ZwyhOhGs4AEDZ2NGJw1fz2MpF6I+QRi5sYb5hRDlCuParXUavZnn5T9aDIESVTFl7JKc0B5zU6tDo1fiWBPK9x+UYPQ6DvD4RQVR8SG5U2F80icngHhBot5URs1bLXlYA92pGBoSykbNIS2x5j0Ku5KE9QJjKBPD7haHwqppE5Ha7pH5kypzCwHywqB1n8KhAw4KRUaqPQrfN6UYPakoOGJ4WwS2E5hqJFmzX3xUfUbvyRhWVjUa6gmdR6NYzWu0NDnIpFxQGVaekW4TmGxGqy/Vsp8DezDdEcW3H6GAI9i/V2FxSYs8F43NDrQUMGCDsyaa4RH6/GtF4+t8gHOnXeyoAxaXQ1ztj6Mo3dvc1LjQ44JdC7T8TQ5LRGt5F2YT0z7nhPbo5Trxwg4P+s/EMDEdIJlUyKQNfVvddNumkElkjxRp4cKzP0NKd0a595SLme8BBrtjONIWwdLvEMMDcTSKNBb6ysyvMj1D2ezCGBJqEIXQ9wJZE0kdFZqVSs2XiPxkxOG6pve2u4a+L/vgohi8JJ473imejtnZLtWWyeTeajCLPJLdga7ZbYNmmcqyTLo6oKhtYhJBOASPn0vusjFI+s0GaMHGKdlI3lpwRhUVfg0/HKKDU1N/AQAA///3ylUOAAAABklEQVQDAOIRZAmvvT2dAAAAAElFTkSuQmCC"
